,year,title,director,cast,genre,producer,link,music
968,2014,Bramman,Socrates,"Sasikumar, Lavanya Tripathi, Santhanam",Masala,K Manju Cinemas,/wiki/Bramman_(film),Devi Sri Prasad
969,2014,Chithirai Thingal,R. Manikkam,"Kieran, Swathi, Ashwin, Rekha",Romance,Mayura Silver Screens,/w/index.php?title=Chithirai_Thingal&action=edit&redlink=1,
970,2014,Manaivi Amaivathellam,K. Umachithra,"Mohanraj, Rajeswari, Vinod Kumar, Subburaj",Drama,Sri Shanthai Durgai Amman Movies,/w/index.php?title=Manaivi_Amaivathellam&action=edit&redlink=1,
971,2014,Nila Kaaikirathu,Prabhu,,Adult,Blue Whale International,/w/index.php?title=Nila_Kaaikirathu&action=edit&redlink=1,
972,2014,Venmegam,Ram-Laxman,"Vidharth, Ishara Nair, Jayashree Sivadas",Drama,Sujatha Sunitha Combines,/wiki/Venmegam,Jaffer Hanni
973,2014,Amara,M. Jeevan,"Amaran, Sruthi Ramakrishnan, Ashish Vidyarthi",Action,TKM Films,/wiki/Amara_(film),
974,2014,Panivizhum Malarvanam,P. James David,"Abhilash, Sanyathara, Varsha Ashwathi",Action,CTN & Raymax Media,/wiki/Panivizhum_Malarvanam,B. R. Rajin
975,2014,Thegidi,Ramesh,"Ashok Selvan, Janani Iyer",Thriller,Thirukumaran Entertainment,/wiki/Thegidi,Nivas K. Prasanna
976,2014,Vallinam,Arivazhagan,"Nakul, Mrudhula Basker, Atul Kulkarni",Sports drama,Aascar Films,/wiki/Vallinam,S. Thaman
977,2014,Endrendrum,Sinish,"Sathish Krishnan, Priyanka Reddy",Romance,A NOD Production,/wiki/Endrendrum,Dharan Kumar
978,2014,Ethir Veechu,K. Guna,"Irfan, Rasna",Sports drama,Malik Streams Corporation,/w/index.php?title=Ethir_Veechu&action=edit&redlink=1,
979,2014,Veeran Muthu Raaku,C. Raja Sekaran,"Kathir, Liyasree, Aadukalam Naren",Drama,Kripathy Movies,/w/index.php?title=Veeran_Muthu_Raaku&action=edit&redlink=1,
980,2014,Nimirndhu Nil,Samuthirakani,"Jayam Ravi, Amala Paul, Ragini Dwivedi, Sarathkumar",Action drama,Vasans Visual Ventures,/wiki/Nimirndhu_Nil,G. V. Prakash Kumar
981,2014,Aadhiyum Andhamum,Kaushik,"Ajay, Mitali Agarwal, Kavitha Srinivasan",Thriller,RSR Screens,/wiki/Aadhiyum_Andhamum,L.V. Ganeshan
982,2014,Kadhal Solla Aasai,Thamizh Seenu,"Ashok, Wasna Ahmed, Madhu Raghuram",Romance,Emersigns Productions,/wiki/Kadhal_Solla_Aasai,"M. M. Srilekha,S. Lekha"
983,2014,Marumugam,Kamal Subramaniam,"Daniel Balaji, Preethi Das, Anoop Kumar",Thriller,Entertainment Unlimited,/wiki/Marumugam,"Agastya,Praveen Savi,1 song"
984,2014,Oru Modhal Oru Kadhal,Keerthi Kumar,"Vivek Rajgopal, Megha Burman",Romantic comedy,Kandan Gear up Entertainment,/wiki/Oru_Modhal_Oru_Kadhal,K. R. Kawin Siva
985,2014,Cuckoo,Raju Murugan,"Attakathi Dinesh, Malavika Nair",Romantic drama,Fox Star Studios,/wiki/Cuckoo_(2014_film),
986,2014,Kerala Nattilam Pengaludane,S. S. Kumaran,"Abi Saravanan, Gayathri, Abirami Suresh, Deekshitha Manikkam",Romantic comedy,Suma Pictures,/wiki/Kerala_Nattilam_Pengaludane,S. S. Kumaran
987,2014,Pani Vizhum Nilavu,Kaushik,"Hriday, Eden Kuriakosse",Romance,Vee Ess Pictures,/w/index.php?title=Pani_Vizhum_Nilavu&action=edit&redlink=1,
988,2014,Virattu,Kumar T.,"Sujiv, Erica Fernandes, Pragya Jaiswal",Thriller,Teja Cinemas,/wiki/Virattu,Dharan Kumar
989,2014,Yasagan,Duraivanan,"Mahesh, Niranjana",Drama,Agaram Productions,/w/index.php?title=Yasagan&action=edit&redlink=1,
990,2014,Inam,Santosh Sivan,"Sugandha Ram, S. Karan, Saritha, Karunas",Drama,Santosh Sivan Films,/wiki/Ceylon_(film),
991,2014,Marumunai,Mariesh Kumar,"Maruthi, Mrudhula Bhaskar",Romance,MPL Films,/w/index.php?title=Marumunai&action=edit&redlink=1,
992,2014,Nedunchaalai,N. Krishna,"Aari, Sshivada, Prashant Narayanan",Drama,Fine Focus,/wiki/Nedunchaalai,C. Sathya
993,2014,Oru Oorla,K. S. Vasanthakumar,"Venkatesh, Neha Patil",Drama,Vignesh Productions,/wiki/Oru_Oorla,Ilaiyaraaja
994,2014,Koottam,Jeevan Reddy,"Naveen Chandra, Piaa Bajpai, Kishore",Drama,Mammoth Media,/wiki/Dalam,James Vasanthan
995,2014,Maan Karate,Thirukumaran,"Sivakarthikeyan, Hansika Motwani, Vamsi Krishna",Fantasy,"Escape Artists Motion Pictures,AR Murugadoss Productions",/wiki/Maan_Karate,Anirudh Ravichander
996,2014,Oru Kanniyum Moonu Kalavaanikalum,Chimbu Deven,"Arulnithi, Bindu Madhavi, Ashrita Shetty",Comedy,Mohana Movies,/wiki/Oru_Kanniyum_Moonu_Kalavaanikalum,Natarajan Sankaran
997,2014,Aandava Kaapaathu,Lebin,"Harish, Aleesha, Nizhalgal Ravi",Drama,LML Creations,/w/index.php?title=Aandava_Kaapaathu&action=edit&redlink=1,
998,2014,Kandharvan,Salangai Durai,"Kadhir, Honey Rose, Ganja Karuppu",Action,Thamarai Movies,/w/index.php?title=Kandharvan&action=edit&redlink=1,
999,2014,Naan Sigappu Manithan,Thiru,"Vishal, Lakshmi Menon, Iniya",Thriller,UTV Motion PicturesVishal Film Factory,/wiki/Naan_Sigappu_Manithan_(2014_film),
1000,2014,Idhuvum Kadandhu Pogum,"Anil Krishnan, Srihari Prabaharan","Shivaji Dev, Shilpa Bhatt, Anusha Varma, Ravi Raghavendra",Drama,AVM Productions,/wiki/Idhuvum_Kadandhu_Pogum,Umashankar
1001,2014,Damaal Dumeel,Shree,"Vaibhav, Remya Nambeesan",Thriller,Cameo Films,/wiki/Damaal_Dumeel,S. Thaman
1002,2014,Karpavai Katrapin,Patturam Senthil,"Madhu Raghuram, Abinitha, Sandeep",Romance,Patturam Production,/w/index.php?title=Karpavai_Katrapin&action=edit&redlink=1,
1003,2014,Tenaliraman,Yuvaraj Dhayalan,"Vadivelu, Meenakshi Dixit",Historical comedy/Satire,AGS Entertainment,/wiki/Tenaliraman_(film),
1004,2014,Thalaivan,Ramesh Selvan,"Bas, Nikesha Patel, Santhanam",Action,Blue Ocean Pictures,/wiki/Thalaivan,"Vidyasagar,Vidyasagar"
1005,2014,Ennamo Nadakkudhu,Rajapandi,"Vijay Vasanth, Mahima Nambiar, Prabhu, Rahman",Thriller,Triple V Records,/wiki/Ennamo_Nadakkudhu,Premgi Amaren
1006,2014,Pongadi Neengalum Unga Kadhalum,Ramakrishnan,"Ramakrishnan, Athmiya Rajan, Karunya Ram",Romance,Wisdom Pictures,/wiki/Pongadi_Neengalum_Unga_Kadhalum,"Kannan,Kannan"
1007,2014,Vaayai Moodi Pesavum,Balaji Mohan,"Dulquer Salman, Nazriya Nazim, Madhoo",Romantic comedy,Y NOT StudiosRadiance Media,/wiki/Vaayai_Moodi_Pesavum,Sean Roldan
1008,2014,Yennamo Yedho,Ravi Thiyagarajan,"Gautham Karthik, Rakul Preet Singh, Nikesha Patel, Prabhu",Romantic comedy,Ravi Prasad Productions,/wiki/Yennamo_Yedho,D. Imman
1009,2014,Nee Enge En Anbe,Sekhar Kammula,"Nayantara, Vaibhav, Pasupathy",Thriller,Endemol India,/wiki/Anaamika_(2014_film),M. M. Keeravani
1010,2014,Dhavani Kaatru,VRP Manohar,"Aaradhya, Murali, Ravikumar",Romance,Santhosh Studios,/w/index.php?title=Dhavani_Kaatru&action=edit&redlink=1,
1011,2014,Nee En Uyire,Vikas Lathithraj,"Navarasan, Vaishali",Romance,Sri Lakshmi Vrushadhri Productions,/w/index.php?title=Nee_En_Uyire&action=edit&redlink=1,
1012,2014,Eppothum Vendran,Siva Shanmugan,"Sanjay, Sunu Lakshmi",Action,ARR Creations,/w/index.php?title=Eppothum_Vendran&action=edit&redlink=1,
1013,2014,Yaamirukka Bayamey,Deekay,"Kreshna, Rupa Manjari, Oviya",Horror comedy,RS Infotainment,/wiki/Yaamirukka_Bayamey,Prasad SN
1014,2014,Angusam,Manukannan,"Skanda Ashok, Jayati Guha",Action,Manusri Film International,/w/index.php?title=Angusam&action=edit&redlink=1,
1015,2014,Vallavanukku Pullum Aayudham,Srinath,"Santhanam, Ashna Zaveri, Mirchi Senthil, Nagineedu",Action comedy,"PVP Cinema,Handmade Films",/wiki/Vallavanukku_Pullum_Aayudham,Siddharth Vipin
1016,2014,Enn Nenjai Thottaye,R. K. Anbuselvan,"Ravi Kumar, Pavithra",Romance,Guru Surya Movies,/w/index.php?title=Enn_Nenjai_Thottaye&action=edit&redlink=1,
1017,2014,Kochadaiiyaan,Soundarya Rajinikanth,"Rajinikanth, Deepika Padukone, Shobhana, Sarathkumar, Aadhi, Jackie Shroff, Nassar",Animation/Period,Eros International,/wiki/Kochadaiiyaan,A. R. Rahman
1018,2014,Amma Ammamma,Balu Manivannan,"Saranya, Sampath Raj, Anand",Drama,Chandrasekhar Thiraikalam,/w/index.php?title=Amma_Ammamma&action=edit&redlink=1,
1019,2014,Adhu Vera Idhu Vera,M. Thilagarajan,"Varshan, Sanyathara, Imman Annachi",Comedy,Jeni Powerful Media,/w/index.php?title=Adhu_Vera_Idhu_Vera&action=edit&redlink=1,
1020,2014,Hogenakkal,Murthy M. R.,"Thamizhvanan, Jothinanda, Sravya",Drama,Ezhil Productions,/w/index.php?title=Hogenakkal_(film)&action=edit&redlink=1,
1021,2014,Poovarasam Peepee,Halitha Shameem,"Gaurav Kalai, Pravin Kishore, Vasanth",Adventure,"V Talkies,Baby Shoe Productions",/wiki/Poovarasam_Peepee,Aruldev
1022,2014,Athiyayam,R. Yuvan,"Sharan Selvam, Ashmitha, Varsha, Pandi, Shankar Guru, Raja",Drama,Film Factory,/w/index.php?title=Athiyayam&action=edit&redlink=1,
1023,2014,Manjapai,Naveen Raghavan,"Vimal, Lakshmi Menon, Rajkiran",Comedy drama,Thirupathi Brothers,/wiki/Manjapai,N. R. Raghunanthan
1024,2014,Un Samayal Arayil,Prakash Raj,"Prakash Raj, Sneha, Urvashi, Tejus, Samyuktha Hornad",Romance,Duet Movies,/wiki/Un_Samayal_Arayil,Ilaiyaraaja
1025,2014,Mundaasupatti,Ram,"Vishnu, Nandita Swetha",Comedy,Thirukumaran Entertainment,/wiki/Mundaasupatti,Sean Roldan
1026,2014,Naan Than Bala,Kannan,"Vivek, Swetha, Venkatraj",Drama,SSS Entertainments,/wiki/Naan_Than_Bala,Venkat Krishi
1027,2014,Ottam Aarambam,VST John,"Zaheer, Ezhil",Action,TRY Creations,/w/index.php?title=Ottam_Aarambam&action=edit&redlink=1,
1028,2014,Thirudu Pogatha Manasu,Chella Thangiah,"Senthil Ganesh, Sai Aishwarya, Thangaiya",Romance,Ajantha Kalaikoodam,/w/index.php?title=Thirudu_Pogatha_Manasu&action=edit&redlink=1,
1029,2014,Uyirukku Uyiraga,Manoj Kumar,"Sanjeev, Sharran Kumar, Nandhana, Preethi Das",Drama,Motherland Movies,/wiki/Uyirukku_Uyiraga,Santha Kumar
1030,2014,Vazhum Deivam,Sundar,"Anusha, Mohana, Charmila, Radharavi",Drama,SRP Films,/w/index.php?title=Vazhum_Deivam&action=edit&redlink=1,
1031,2014,Vadacurry,Saravana Rajan,"Jai, Swati Reddy, Kasthuri, RJ Balaji",Comedy thriller,Meeka Entertainment,/wiki/Vadacurry,"Yuvan Shankar Raja,1 Song,Vivek,Mervin"
1032,2014,Netru Indru,Padmamagan,"Vimal, Prasanna, Richard, Arundhathi, Manochitra",Adventure thriller,26699 Cinema,/wiki/Netru_Indru,Rehhan
1033,2014,Sooraiyadal,Thamara Kannan,"Sribalaji, Leema Babu, Gayathri",Drama,Thrilok Productions,/w/index.php?title=Sooraiyadal&action=edit&redlink=1,
1034,2014,Vetri Selvan,Rudhran,"Ajmal, Radhika Apte, Mano",Drama,Silicon Studios,/wiki/Vetri_Selvan,Mani Sharma
1035,2014,Athithi,Bharathan,"Nandha, Ananya, Nikesh Ram",Thriller,Spellbound Films,/wiki/Athithi_(2014_film),
1036,2014,Dhanush 5am Vaguppu,Kathaga Thirumalavan,"Akhil, Ashrita, K. R. Vijaya",Drama,K V Productions,/w/index.php?title=Dhanush_5am_Vaguppu&action=edit&redlink=1,
1037,2014,Enna Satham Indha Neram,Guru Ramesh,"Nithin Sathya, N. Puralavan, Raja, Maanu, Malavika Wales",Comedy thriller,A. V. A Productions,/wiki/Enna_Satham_Indha_Neram,Swetha Naga
1038,2014,Saivam,A. L. Vijay,"Nassar, Baby Sara, Baasha, Twara Desai",Drama,Think Big Studios,/wiki/Saivam,G. V. Prakash Kumar
1039,2014,Arima Nambi,Anand Shankar,"Vikram Prabhu, Priya Anand",Thriller,V Creations,/wiki/Arima_Nambi,"Drums,Sivamani"
1040,2014,Nalanum Nandhiniyum,Venkatesan,"Michael Thangadurai, Nandita Swetha",Romance,Libra Productions,/wiki/Nalanum_Nandhiniyum,Ashwath Naganathan
1041,2014,Pappali,A. Govindamurthy,"Senthil Kumar, Ishara Nair",Romantic comedy,Arasur Movies,/wiki/Pappali,Vijay Ebenezer
1042,2014,Ramanujan,Gnana Rajasekaran,"Abhinay Vaddi, Bhama, Suhasini Maniratnam, Abbas, Sarath Babu",Biopic,Camphor Cinema,/wiki/Ramanujan_(film),
1043,2014,Sooran,Balu Narayanan,"Karan, Shipali Sharma, Anumol",Drama,Arowana Pictures,/wiki/Sooran_(film),
1044,2014,Irukku Aana Illai,K. M. Saravanan,"Vivanth, Eden Kuriakosse, Manisha Shree",Horror comedy,Varam Creations,/wiki/Irukku_Aana_Illai,Shammeer
1045,2014,Sathuranga Vettai,H. Vinoth,"Natarajan Subramaniam, Ishara Nair",Heist-comedy,"Manobala's Picture House,SR Cinema",/wiki/Sathuranga_Vettai,Sean Roldan
1046,2014,Thalaikeezh,Rex Raj,"Rakesh, Nanda, Thejamai",Erotic thriller,Maadha Creations,/w/index.php?title=Thalaikeezh&action=edit&redlink=1,
1047,2014,Velaiyilla Pattathari,Velraj,"Dhanush, Amala Paul, Vivek",Action-comedy,Wunderbar Films,/wiki/Velaiyilla_Pattathari,Anirudh Ravichander
1048,2014,Thirumanam Enum Nikkah,Anees,"Jai, Nazriya Nazim, Hebah Patel",Romance,Aascar Films,/wiki/Thirumanam_Enum_Nikkah,Mohamaad Ghibran
1049,2014,Innarku Innarendru,Aandal Ramesh,"Silambarasan, Anjana, Stephy",Romance,Elumalayin Movies,/w/index.php?title=Innarku_Innarendru&action=edit&redlink=1,
1050,2014,Jigarthanda,Karthik Subbaraj,"Siddharth, Lakshmi Menon, Bobby Simha",Mob,Five Star Films,/wiki/Jigarthanda_(2014_film),
1051,2014,Muthal Manavan,Gopi Gandhi,"Gopi Gandhi, Sanu, Iswarya, Ramya",Drama,RSG Pictures,/w/index.php?title=Muthal_Manavan&action=edit&redlink=1,
1052,2014,Sandiyar,Chozhadevan,"Jagan, Kayal, Nayakam",Action,Vendhar Movies,/w/index.php?title=Sandiyar&action=edit&redlink=1,
1053,2014,Sarabham,Arun Mohan,"Naveen Chandra, Salony Luthra, Aadukalam Naren",Thriller,Thirukumaran Entertainment,/wiki/Sarabham,Britto Michael
1054,2014,Agni,AJR Harikesava,"AJR Harikesava, Kavin Shree",Romance,Sri Krishna Thiraikoodam,/wiki/Agni_(2014_film),
1055,2014,Bharani,Mavanan,"Raja Prabhu, Vijay Kathir, Leelakumar, Umashree",Drama,IRP Productions,/w/index.php?title=Bharani_(film)&action=edit&redlink=1,
1056,2014,Anjaan,Lingusamy,"Suriya, Samantha, Vidyut Jamwal, Manoj Bajpai",Action,UTV Motion Pictures,/wiki/Anjaan_(2014_film),
1057,2014,Kathai Thiraikathai Vasanam Iyakkam,R. Parthiepan,"Santhosh Prathap, Akhila Kishore, Sahithya Jagannathan",Drama,Reves Creations,/wiki/Kathai_Thiraikathai_Vasanam_Iyakkam,"plainlist,Vijay Antony,S. Thaman,Sharreth,Alphons Joseph,C. Sathya"
1058,2014,Snehavin Kadhalarkal,Muthuramalincoln,"Advaitha, Ashwanth Thilak, Uday, Athif",Romance,Tamilan Kalaikkoodam,/wiki/Snehavin_Kadhalarkal,R.Prabahar
1059,2014,Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,Ravichandar,"Bharath, Nandita Swetha, Karunakaran",Comedy,Rajam Productions,/wiki/Aindhaam_Thalaimurai_Sidha_Vaidhiya_Sigamani,"Simon,Simon"
1060,2014,Kabadam,Jyothimurugan,"Sachin, Santhosh, Angana Roy",Drama,Chozha Creations,/w/index.php?title=Kabadam&action=edit&redlink=1,
1061,2014,Irumbu Kuthirai,Yuvaraj Bose,"Atharvaa, Priya Anand, Raai Laxmi",Action,AGS Entertainment,/wiki/Irumbu_Kuthirai,G. V. Prakash Kumar
1062,2014,Kadhal 2014,Sughandan,"Harish, Neha, Appukutty, Manikandan",Romance,Saravana Film Makers,/w/index.php?title=Kadhal_2014&action=edit&redlink=1,
1063,2014,Megha,Karthik Rishi,"Ashwin Kakumanu, Srushti Dange, Angana Roy",Romance,GB Studios,/wiki/Megha_(2014_film),
1064,2014,Puthiyathor Ulagam Seivom,Nithyanandam,"Aajeedh, Anu, Yazhini, Santhosh, Pravin",Drama,Sri Teja Films,/w/index.php?title=Puthiyathor_Ulagam_Seivom&action=edit&redlink=1,
1065,2014,Salim,N. V. Nirmal Kumar,"Vijay Antony, Aksha Pardasany",Thriller,Studio 9 ProductionVijay Antony Film Corporation,/wiki/Salim_(film),
1066,2014,Amara Kaaviyam,Jeeva Shankar,"Sathya, Miya",Romantic drama,The Show People,/wiki/Amara_Kaaviyam,Ghibran
1067,2014,Kadhalai Thavira Verondrum Illai,K. Selva Bharathy,"Yuvan, Saranya Mohan",Romantic comedy,Chen Movies,/wiki/Kadhalai_Thavira_Verondrum_Illai,Srikanth Deva
1068,2014,Kalla Saavi,Rajeswaran,"Rajeswaran, Varsha",Adult,Siva Muruga Pictures,/w/index.php?title=Kalla_Saavi&action=edit&redlink=1,
1069,2014,Pattaya Kelappanum Pandiya,S. P. Rajkumar,"Vidharth, Manisha Yadav",Comedy,Mutiara Films International,/wiki/Pattaya_Kelappanum_Pandiya,Aruldev
1070,2014,Poriyaalan,Thanukumar,"Harish Kalyan, Anandhi",Drama,A Grassroot Film Company,/wiki/Poriyaalan,M. S. Jones
1071,2014,Valiyudan Oru Kadhal,Sanjeevan,"Kevin, Gowri Nambiar, Rajesh, Uma",Romance,Matha's Blessing Studios,/w/index.php?title=Valiyudan_Oru_Kadhal&action=edit&redlink=1,
1072,2014,Burma,Dharanidharan,"Michael Thangadurai, Reshmi Menon, Atul Kulkarni, Sampath Raj",Comedy thriller,Square Stone Films,/wiki/Burma_(film),
1073,2014,Sigaram Thodu,Gaurav,"Vikram Prabhu, Monal Gajjar, Sathyaraj",Action,UTV Motion Pictures,/wiki/Sigaram_Thodu,D Imman
1074,2014,Vachikava,Rabi,"Manickavel, Priyanka",Romance,Nalinaa Cine Circuit,/w/index.php?title=Vachikava&action=edit&redlink=1,
1075,2014,Vanavarayan Vallavarayan,Rajmohan,"Kreshna, Makapa Anand, Monal Gajjar",Comedy drama,Mahalakhsmi MoviesZero Rules Entertainment,/wiki/Vanavarayan_Vallavarayan,Yuvan Shankar Raja
1076,2014,Aadama Jaichomada,Badri,"Karunakaran, Bobby Simha, Vijayalakshmi",Comedy,B&C Films,/wiki/Aadama_Jaichomada,Sean Roldan
1077,2014,Aal,Anand Krishna,"Vidharth, Hardika Shetty",Thriller,Shoundaryan Pictures,/wiki/Aal_(film),
1078,2014,Aranmanai,Sundar C.,"Hansika Motwani, Vinay, Andrea Jeremiah, Lakshmi Rai, Sundar C.",Horror comedy,Vision Medias,/wiki/Aranmanai,"Bharathwaj,Karthik Raja"
1079,2014,Maindhan,Kumaresan,"Kumaresan, Shaila Nair, Hanuman, Geetha",Drama,CK Films,/wiki/Maindhan,"Deva,Deva"
1080,2014,Rettai Vaalu,Desika,"Akhil, Saranya Nag",Drama,Pranav Productions,/wiki/Rettai_Vaalu,V. Selvaganesh
1081,2014,Tamilselvanum 50KM Kalaiselviyum,P. Pandiyan,"Rajesh, Kalai Anamika, Mahendran, Dilsha",Romance,Mayil Mass Media,/w/index.php?title=Tamilselvanum_50KM_Kalaiselviyum&action=edit&redlink=1,
1082,2014,Ambel Jhoot,Divakar,"Hashmitha Reddy, Libin",Action,Jaystar Productions,/w/index.php?title=Ambel_Jhoot&action=edit&redlink=1,
1083,2014,Jeeva,Suseenthiran,"Vishnu, Sri Divya, Soori",Sports drama,"The Show People,The Next Big Film,Vennila Kabadi Team Productions",/wiki/Jeeva_(2014_film),
1084,2014,Madras,Pa. Ranjith,"Karthi, Catherine Tresa, Kalaiarasan",Drama,Studio Green,/wiki/Madras_(film),
1085,2014,Thalaikkonam,Padmaraj,"Jithesh, Riya",Drama,S Productions,/w/index.php?title=Thalaikkonam&action=edit&redlink=1,
1086,2014,Naan Ponnu Ondru Kanden,Sanjeev Srinivas,"Ashwinraj, Vidarsha",Romance,Force Cinemas,/w/index.php?title=Naan_Ponnu_Ondru_Kanden&action=edit&redlink=1,
1087,2014,Theriyama Unna Kadhalichitten,K. Ramu,"Vijay Vasanth, Rasna",Romance,Triple V Records,/wiki/Theriyama_Unna_Kadhalichitten,P. R. Srinath
1088,2014,Yaan,Ravi K. Chandran,"Jiiva, Thulasi Nair",Action,R. S. Infotainment,/wiki/Yaan_(film),
1089,2014,Aalamaram,S. N. Duraisingh,"Hemanth Kumar, Avanthika Mohan",Horror,Peacock Motion Picture,/w/index.php?title=Aalamaram_(film)&action=edit&redlink=1,
1090,2014,Gubeer,Thilip,"Thilip, Ravi, Prabhu, Prathap",Comedy,Archer Cinemas,/wiki/Gubeer,"Vishal,Aditya"
1091,2014,Jamaai,M. Jayakumar,"Naveen, Udhaya, Vaijayanthi, Nivisha",Romance,Classic Cine Circuit,/w/index.php?title=Jamaai&action=edit&redlink=1,
1092,2014,Kurai Ondrum Illai,Karthik Ravi,"Geethan Britto, Haritha Parokod",Drama,Pathway Productions,/w/index.php?title=Kurai_Ondrum_Illai&action=edit&redlink=1,
1093,2014,Muyal,Guhan,"Murali, Saranya Nag, Shivani, Aishwarya",Drama,P&V Entertainment,/w/index.php?title=Muyal&action=edit&redlink=1,
1094,2014,Nee Naan Nizhal,John Robinson,"Arjun Lal, Ishitha, Sarath Kumar",Thriller,Sri Muthuramman Pictures,/wiki/Asha_Black,Jecin George
1095,2014,Pulippu Inippu,Ranjith Bose,"Mithun Tejasvi, Rishi Bhutani, Mansi, Gayatri",Comedy,Shilpa Motion Works,/w/index.php?title=Pulippu_Inippu&action=edit&redlink=1,
1096,2014,Vennila Veedu,Vetri Mahalingam,"Mirchi Senthil, Vijayalakshmi, Srinda Ashab",Family drama,Adharsh Studio,/wiki/Vennila_Veedu,Dhanraj Manickam
1097,2014,Yaavum Vasappadum,Puthiyavan Rasiah,"Vijith, Dilpikaa",Drama,AAA Productions,/w/index.php?title=Yaavum_Vasappadum&action=edit&redlink=1,
1098,2014,Kaththi,AR Murugadoss,"Vijay, Samantha, Neil Nitin Mukesh",Action thriller,Lyca Productions,/wiki/Kaththi,Anirudh Ravichander
1099,2014,Poojai,Hari,"Vishal, Shruti Haasan, Sathyaraj",Action-masala,"Vendhar Movies,Vishal Film Factory",/wiki/Poojai,Yuvan Shankar Raja
1100,2014,Kadhalukku Kannillai,Jai Akash,"Jai Akash, Nisha, Alisha Das",Romance,Jai Balaji Movie Makers,/w/index.php?title=Kadhalukku_Kannillai&action=edit&redlink=1,
1101,2014,Kalkandu,A. M. Nandakumar,"Gajesh, Dimple Chopade, Akhil",Comedy,Rajarathnam Films,/wiki/Kalkandu,"Kannan,Kannan"
1102,2014,Nerungi Vaa Muthamidathe,Lakshmy Ramakrishnan,"Shabeer, Piaa Bajpai, Sruthi Hariharan",Road film,AVA Productions,/wiki/Nerungi_Vaa_Muthamidathe,Madley Blues
1103,2014,Sokku Sundaram,A. Sridhar,"M.R., Soujanya",Comedy,M.R. Moviemakers,/w/index.php?title=Sokku_Sundaram&action=edit&redlink=1,
1104,2014,Jaihind 2,Arjun,"Arjun, Surveen Chawla, Simran Kapoor, Rahul Dev",Action,Sri Rama Films International,/wiki/Jaihind_2,Arjun Janya
1105,2014,Oru Oorla Rendu Raja,R. Kannan,"Vimal, Priya Anand, Soori",Comedy,Kannan Pix,/wiki/Oru_Oorla_Rendu_Raja,D. Imman
1106,2014,Panduvam,Keaton,"Melvin Siddhesh, Swasika",Action,GS Productions,/w/index.php?title=Panduvam&action=edit&redlink=1,
1107,2014,Appuchi Gramam,Vi Anand,"Praveen Kumar, Anusha Naik, Suja Varunee, Swasika",Science fiction,Eye Catch Multimedia,/wiki/Appuchi_Gramam,Vishal Chandrasekhar
1108,2014,Anbendral Amma,,,Drama,,/w/index.php?title=Anbendral_Amma&action=edit&redlink=1,
1109,2014,Gnana Kirukkan,Ilayadevan,"Jagaraj, Daniel Balaji, Archana Kavi, Sushmitha, Senthi Kumari",Drama,Thangammal Movie Makers,/wiki/Gnana_Kirukkan,Taj Noor
1110,2014,Murugatrupadai,K. Muruganandam,"Saravana, Navika Kotia",Drama,Sigaram Visual Media,/w/index.php?title=Murugatrupadai&action=edit&redlink=1,
1111,2014,Pulipaarvai,Praveen Gandhi,Sathya Dev,Drama,Vendhar Movies,/wiki/Pulipaarvai,Praveen Gandhi
1112,2014,Thirudan Police,Caarthick Raju,"Attakathi Dinesh, Aishwarya Rajesh, Nithin Sathya",Action comedy,"Capital Film Works,Kenanya Films",/wiki/Thirudan_Police,Yuvan Shankar Raja
1113,2014,Vilasam,Raj Ganesan,"Pawan, Sanam Shetty, Sujibala, Aruldoss",Action,Sree Sanaa Films,/w/index.php?title=Vilasam_(film)&action=edit&redlink=1,
1114,2014,Chinnan Chiriya Vanna Paravai,Vijayan,"Ashwin Kumar, Anu Krishna",Romance,NKP Productions,/w/index.php?title=Chinnan_Chiriya_Vanna_Paravai&action=edit&redlink=1,
