,year,title,director,cast,genre,producer
203,2016,Arithaaram,T. Alexander,"Tamizh, Sangeeth, Soniya",Action,JSV Cinemas
204,2016,Kurangu Kaila Poo Maalai,G. Krishna,"Praveen Kumar Rajendran, Jagadeesh, Gautham, Chandini",Romance,Sai Ameer Productions
205,2016,Meenakshi Kadhalan Ilangovan,S. N. Hariram,"Selvam, Abhinitha, Chandru, Saravanan",Romance,Povla Film International
206,2016,Thigilodu Vilaiyaadu,V. R. P. Manohar,Ravikumar,Horror,Studio Santhosh
207,2016,Gethu,Thirukumaran,"Udhayanidhi Stalin, Amy Jackson, Sathyaraj, Vikranth",Action thriller,Red Giant Movies
208,2016,Kathakali,Pandiraj,"Vishal, Catherine Tresa",Action thriller,Pasanga Productions & Vishal Film Factory
209,2016,Rajini Murugan,Ponram,"Sivakarthikeyan, Keerthy Suresh, Soori, Samuthirakani",Comedy,Thirrupathi Brothers
210,2016,Tharai Thappattai,Bala,"Sasikumar, Varalaxmi Sarathkumar",Action drama,B Studios & Company Productions
211,2016,Moondraam Ullaga Por,Sugan Kartthi,"Sunil Kumar, Akhila Kishore, Wilson Ng",War drama,Aartin Frames & TRS Studios
212,2016,Aranmanai 2,Sundar C.,"Siddharth, Sundar C, Trisha, Hansika Motwani, Poonam Bajwa, Vaibhav",Horror comedy,Avni Cinemax
213,2016,Irudhi Suttru,Sudha Kongara,"Madhavan, Ritika Singh, Mumtaz Sorcar",Sports drama,"Thirukumaran Entertainment, UTV Motion Pictures & Y NOT Studios"
214,2016,Naalu Per Naalu Vidhama Pesuvaanga,L. Madhavan,"Indrajith, Devika, Swaminathan",Comedy,Sri Krishna Talkies
215,2016,Nanaiyadhe Mazhaiye,Mahendra Ganapathy,"Dinesh, Vaidehi, Shankar",Romance,Kabi & Abi Chithirakatchi
216,2016,Bangalore Naatkal,Bhaskar,"Arya, Bobby Simha, Sridivya, Rana Daggubati, Parvathy, Raai Laxmi, Samantha",Comedy drama,PVP cinema & Bommarillu Bhaskar Cinema
217,2016,Irandu Manam Vendum,Pradeep Sundar,"Saji Surenderan, Chilanga, Saina",Drama,Holyman Films
218,2016,Naalai Mudhal Kudikka Matten,K. Senthil Raja,"Raj, Kantharaj, Samathin, Panimathi",Comedy,Panimathi Film Productions
219,2016,Saagasam,Arun Raj Varma,"Prashanth, Amanda Rosario, Sonu Sood",Action masala,Staar Movies
220,2016,Sethu Boomi,Kenthiran Muniasami,"Thaman Kumar, Samskruthy Shenoy, Kenthiran Muniasami",Action,Royal Moon Entertainments
221,2016,Visaranai,Vetrimaaran,"Dinesh, Anandhi, Samuthirakani",Crime thriller,Wunderbar Films & Grass Root Film Company
222,2016,Anjala,Thangam Saravanan,"Vimal, Nandita, Pasupathy",Drama,Farmer's Master Plan Productions & 1st Copy Pictures
223,2016,Jil Jung Juk,Deeraj Vaidy,"Siddharth, Sananth Reddy, Avinash Raghudevan",Fantasy comedy,Etaki Entertainment
224,2016,Vennilavin Arangetram,R. Muthukumar,"Samasthi, Dhinesh Kumar, Murthy",Drama,R Productions
225,2016,Vil Ambu,Ramesh Subramaniam,"Sri, Harish Kalyan, Srushti Dange, Chandini Tamilarasan, Samskruthy Shenoy",Action drama,Star Film Land & Nallusamy Pictures
226,2016,Miruthan,Shakti Soundar Rajan,"Jayam Ravi, Lakshmi Menon",Science fiction,Global Infotainment
227,2016,Navarasa Thilagam,Kamran,"Ma Ka Pa Anand, Srushti Dange, Karunakaran",Comedy,Square Stone Films
228,2016,Sethupathi,S. U. Arunkumar,"Vijay Sethupathi, Remya Nambeesan",Action drama,Vansan Movies
229,2016,Aarathu Sinam,Arivazhagan,"Arulnithi, Aishwarya Rajesh, Aishwarya Dutta",Crime thriller,Sri Thenandal Films
230,2016,Kanithan,T. N. Santhosh,"Atharvaa, Catherine Tresa, Sunder Ramu, Tarun Arora",Action thriller,V Creations
231,2016,Nayyapudai,Vijay Kiran,"Pa. Vijay, Chandini Tamilarasan, S. A. Chandrasekhar",Action drama,6 Face Studios
232,2016,Pakki Payaluga,Bharathi,"Valli, Lakshmanan, Murugesan, Manikandan",Action,Meenakshi Amman Studios
233,2016,Pichaikkaran,Sasi,"Vijay Antony, Satna Titus",Action drama,Vijay Antony Film Corporation
234,2016,Pokkiri Raja,Ramprakash Rayappa,"Jiiva, Hansika Motwani, Sibiraj",Comedy,PTS Film International
235,2016,Sowkarpettai,Vadivudaiyan,"Srikanth, Raai Laxmi",Horror,Shalom Studios
236,2016,Aviyal,Five Directors,"Nivin Pauly, Bobby Simha, Amrutha Srinivasan",Anthology,Stone Bench Creations
237,2016,Enna Pidichirukka,Subburaj,"Kevin, Preethi Vij, Ravi Mariya",Romance,Bright Future Moviemakers
238,2016,Kadhalum Kadandhu Pogum,Nalan Kumarasamy,"Vijay Sethupathi, Madonna Sebastian",Romantic comedy,Thirukumaran Entertainment & Studio Green
239,2016,Kathiravanin Kodai Mazhai,Kathiravan,"Kannan, Srija, Kalanjiyam",Romance,Yazh Tamil Thirai
240,2016,Mapla Singam,N. Rajasekhar,"Vimal, Anjali, Soori",Comedy,Escape Artists Motion Pictures
241,2016,Natpadhigaram 79,Ravichandran,"Raj Bharath, Amzath Khan, Reshmi Menon, Tejaswi Madivada",Drama,Jayam Cine Entertainment
242,2016,Aagam,Vijay Anand Sriram,"Irfan, Deekshitha Manikkam, Jayaprakash, Riyaz Khan",Drama,JYO Star Enterprises
243,2016,Endru Thaniyum,"Bharathi Krishnakumar (writer, director, orator)","Yuvan Mayilsamy (actor), Jeevitha , Chandhana, Rajesh Balachandran (actor)",Romance,Vel Productions
244,2016,Pugazh,Manimaran,"Jai, Surabhi, RJ Balaji",Action,Film Department
245,2016,Sawaari,Guhan Senniappan,"Benito Franklin, Mathivanan Rajendran, Sanam Shetty",Thriller,Entertainment Brothers
246,2016,Vidayutham,Nagamaneci,"Ram Saravana, Tanvi Ganesh Lonkar, Nagamaneci",Horror,Sree Nagaraja Sarpayakshi Films
247,2016,Adida Melam,Anbu Stalin,"Abhay Krishna, Abhinaya, Gaana Bala",Romantic comedy,B VisionDado Creations
248,2016,Anbudan Anbarasi,Allwyn Amala Prasanna,"Allwyn Amala Prasanna, Dharani, Pandu, Kovai Senthil, Velmurugan, Sivan Srinevasan, Yuvanswang, Advocate Abi,Sabarigiri Mani, Manivel Pandi,",Romantic comedy,"Raj Marteen Films  , Marteen Durai Raj,Fathima Rani Pilomin,"
249,2016,Thozha,Vamsi Paidipally,"Nagarjuna, Karthi, Tamannaah",Drama,PVP cinema
250,2016,Vaaliba Raja,Sai Gokul Ramnath,"Sethu, Vishakha Singh, Nushrat Bharucha, Santhanam",Comedy,Vanks Vision
251,2016,Zero,Arun Kumar,"Ashwin Kakumanu, Sshivada, JD Chakravarthy",Supernatural thriller,Madhav Media Entertainments
252,2016,Darling 2,Sathish Chandrasekaran,"Kalaiyarasan, Rameez Raja, Maya, Kaali Venkat, Hari",Horror comedy,Rite Media WorksSathish Chandrasekaranin Kadhaigal
253,2016,Hello Naan Pei Pesuren,S. Bhaskar,"Vaibhav, Aishwarya Rajesh, Oviya",Horror comedy,Avni Movies
254,2016,Narathan,Naga Venkatesh,"Nakul, Nikesha Patel, Shruti Ramakrishnan, Premji Amaren",Comedy,Vetrivel Film International
255,2016,Uyire Uyire,A. Rajasekhar,"Siddhu, Hansika Motwani",Romance,Jayaprada ProductionsStudio 9 Motion Pictures
256,2016,Avan Aval,Ramkrish Mrinali,"Vignesh, Devika Madhavan",Drama,Khayan Pictures
257,2016,Jithan 2,Rahul,"Jithan Ramesh, Srushti Dange, Karunas, Yogi Babu",Horror Comedy,SK Entertainment
258,2016,Kida Poosari Magudi,J. Jayakumar,"Thamizh, Ramdev, Nakshatra, Powerstar Srinivasan",Drama,Tamizh Thirai Viruthcham
259,2016,Mudhal Thagaval Arikkai,P. Rajaganesan,"Rayan, Kalpana Jeyam, Mujieeb",Action,Vellithirai Talkies
260,2016,Oyee,Francis Markus,"Geethan Britto, Eesha, Papri Ghosh, Arjunan",Romantic comedy,Mark Studio India Private Limited
261,2016,Tea Kadai Raja,Raja Subbiah,"Raja Subbiah, Neha Gayatri, Yogi Babu, Sharmila Thapa",Comedy,Funtoon Talkies
262,2016,Nijama Nizhala,P. V. Sreenivasan,"Akhil Iyer, Malavika Menon",Romance,Sekar Movies
263,2016,Theri,Atlee,"Vijay, Samantha, Amy Jackson",Action masala,V Creations
264,2016,Yokkiyan Varan Somba Thooki Ulla Vai,Swmayraaja,"Vijay Nagaraj, Priya Menon, Singampuli, Thennavan",Comedy,KDFCS Creations
265,2016,Maasi Veedhi,Veeramurugan,"Bala, Chandrika, Ganesh",Drama,Aarumuga Films
266,2016,Ennul Aayiram,Krishna Kumar,"Maha, Marina Michael, Vincent Asokan",Suspense Drama,Om Ganesh Creations
267,2016,Guhan,Azhagappan,"Aravind Kalathar, Sushma Prakash, Singampuli",Action,Great Talkies
268,2016,Oru Nodiyil,Azhagappan,"Madan, Srushti Dange, Tapashree",Horror comedy,Akaar Productions
269,2016,Vetrivel,Vasantha Mani,"Sasikumar, Miya, Prabhu, Samuthirakani, Nikhila Vimal",Action drama,Lyca Productions
270,2016,Kalam,Robert Raaj,"Srinivasan, Amzath Khan, Lakshmi Priyaa Chandramouli, Pooja Ramachandran",Horror,Arul Movies Production
271,2016,Kanden Kadhal Konden,Venkat G. Saamy,"Guhan, Ashwini, Mayilswamy",Romance,Creative Teamz
272,2016,Manithan,I. Ahmed,"Udhayanidhi Stalin, Hansika Motwani, Prakash Raj",Drama,Red Giant Movies
273,2016,Saalaiyoram,K Moorthy Kannan,"Raj, Serena, Pandiarajan, Singampuli",Drama,Smiley Productions
274,2016,24,Vikram Kumar,"Suriya, Samantha, Nithya Menen",Science fiction,2D Entertainment
275,2016,Edaal,Srijar,"Venkat, Yuva",Romance,D Extravaganza
276,2016,Inaiya Thalaimurai,P. Elanthirumaran / Su.Ci.Easwar,"Ashwin Kumar, Manishajith",Political Drama,Maran Creations
277,2016,Jumbulingam 3D,Hari & Harish Narayan,"Gokulnath, Anjena Kirti, Ashvin Raja, Sukanya",Comedy,MPL Films
278,2016,Ko 2,Sarath,"Bobby Simha, Nikki Galrani, Prakash Raj",Political drama,RS Infotainment
279,2016,Pencil,Mani Nagaraj,"G. V. Prakash Kumar, Sri Divya, Shariq Hassan",Thriller drama,Kalsan Movies
280,2016,Unnodu Ka,RK,"Aari, Maya, Misha Ghoshal",Romantic Comedy,Abirami Cinemas
281,2016,Katha Solla Porom,S. Kalyan,"Akshara, Viswanth, Kaali Venkat, Rajendran",Drama,Relax Adds Production
282,2016,Kodeeswaran,Rajesh Patole,"Govind Rao, Madhura Munjal, Arul Raj",Drama,Raj Production
283,2016,Marudhu,M. Muthaiah,"Vishal, Sri Divya",Action,Anna Gopuram Films
284,2016,Idhu Namma Aalu,Pandiraj,"Silambarasan, Nayanthara, Andrea Jeremiah",Romantic comedy,Chimbu Cine Arts
285,2016,Jeniffer Karuppaiya,G. M. Saravanapandi,"T. S. Vasan, Mridula Vijay, Rohini",Drama,Celebrity Cinema
286,2016,Meera Jaakirathai,R. G. Keshavan,"Surendar, Monica, Bobby Simha, Swaminathan",Horror,White Screen Entertainment
287,2016,Sutta Pazham Sudaatha Pazham,G. Shiva,"Raju, Kasmira, Power Star Srinivasan",Comedy,RR Cine Art
288,2016,Uriyadi,Vijay Kumar,"Vijay Kumar, Mime Gopi, Henna Bella, Citizen Sivakumar",Political Thriller,Souvenir Productions
289,2016,Iraivi,Karthik Subbaraj,"Vijay Sethupathi, S. J. Surya, Bobby Simha, Anjali, Kamalinee Mukherjee, Pooja Devariya",Drama,Thirukumaran Entertainment
290,2016,Kallathoni,B. Saddam Hussain,"Deepika, Edin Alexander, Ramu",Drama,Vishnu Movie Makers
291,2016,Velainu Vandhutta Vellaikaaran,Ezhil,"Vishnu Vishal, Nikki Galrani, Soori",Comedy,"Vishnu Vishal Studioz, Ezhilmaaran Productions"
292,2016,Oru Naal Koothu,Nelson,"Dinesh Ravi, Miya, Nivetha Pethuraj, Karunakaran",Comedy Drama,Kenanya Films
293,2016,Pandiyoda Galatta Thaangala,S. T. Gunasegaran,"Nithin Sathya, Raksha Raj, Singampuli, Imman Annachi",Comedy,Virokshiya Media
294,2016,Vithaiyadi Naanunakku,Ramnathan K. B,"Ramnathan K.B, Sowra Syed",Neo Noir Thriller,L9 & ISR Ventures
295,2016,Angali Pangali,S. Balamurugan,"Vishnupriyan, Sanyathara, Soori",Comedy,SYJ Productions
296,2016,Enakku Innoru Per Irukku,Sam Anton,"G. V. Prakash Kumar, Anandhi, Saravanan",Action Comedy,Lyca Productions
297,2016,Muthina Kathirikai,Venkat Raghavan,"Sundar C, Poonam Bajwa, Sathish",Comedy,Avni Cinemax
298,2016,Amma Kanakku,Ashwini Iyer Tiwari,"Amala Paul, Revathi, Samuthirakani",Drama,"Wunderbar Films, Colour Yellow Productions"
299,2016,Metro,Ananda Krishnan,"Shirish, Bobby Simha, Sendrayan",Action thriller,"E5 Entertainments, Metro Productions"
300,2016,Raja Manthiri,Usha Krishnan,"Kalaiyarasan, Shaalin Zoya, Bala Saravanan, Kaali Venkat",Comedy Drama,Etcetera Entertainment
301,2016,Appa,Samuthirakani,"Samuthirakani, Thambi Ramaiah, Namo Narayana",Drama,Naadodigal Productions
302,2016,Jackson Durai,Dharani Dharan,"Sathyaraj, Sibiraj, Bindu Madhavi",Horror comedy,Sri Green Productions
303,2016,Oru Melliya Kodu,A. M. R. Ramesh,"Arjun, Shaam, Manisha Koirala, Aqsa Bhatt",Drama Thriller,Akshaya Creations
304,2016,Paisa,Majith,"Sree Raam, Aara, Nassar, Mayilsamy",Comedy,KJR Studios & RK Dream World
305,2016,Adra Machan Visilu,Thiraivannan,"Shiva, Naina Sarwar, Srinivasan",Comedy,Arasu Films
306,2016,Dhilluku Dhuddu,Rambala,"Santhanam, Shanaya, Saurabh Shukla",Horror comedy,Sri Thenandal Films
307,2016,Arthanari,Sundarra Elangovan,"Arundhati,  Ramkumar, Nassar",Drama,Kiruthikaa Film Company
308,2016,Ka Ka Ka Po,P. S. Vijay,"Kesavan, Sakshi Agarwal, Karunas, Srinivasan",Comedy,ONS Movie Productions
309,2016,Kizhakku Chandu,A. Senthil Anandhan,"Bala, Rani, Hashika Dutt, Saravana Subbiah",Drama,Karuppai Aandal Cinemas
310,2016,Kodambakkam Kokila,C. R. Muthupandi,"Asha Latha, Seyon, Ashish, Ambani Shankar",Drama Thriller,SVM Films
311,2016,Megamoottam,Vaidyanathan Natarajan,"KV Rajan, MR Balan, R Murali",Romance,Kudavarasi Movie Creations
312,2016,Onbathilirindhu Pathu Varai,Vijai Shanmugavel Iyyanaar,"Kathir, Swapna Menon, Saravana Subbiah",Drama thriller,Hero Cinemas
313,2016,Summave Aaduvom,Kadhal Sukumar,"Arun Balaji, Leema Babu, Yuvarani, Bala Singh",Drama,Sri Ranga Production
314,2016,Kabali,Pa. Ranjith,"Rajinikanth, Radhika Apte, Winston Chao, Kishore, Dinesh, Dhansika, Kalaiyarasan",Action drama,V Creations
315,2016,Vellikizhamai 13 am Thethi,Pugaal Mani,"Rathan Mouli, Shravya, Suza Kumar, Ramji",Horror Comedy,Govind Studio
316,2016,Sandikuthirai,Anbumani,"Rajkamal, Manasa, Risha Arul, Ganja Karuppu",Romantic drama,Sun Moon Company
317,2016,Ennama Kadha Vudranunga,V. Francis Raj,"Aarvi, Shalu, Alisha Chopra",Comedy drama,Alex Creations
318,2016,Tamilselvanum Thaniyar Anjalum,Premsai,"Jai, Yami Gautam, Santhanam, Ashutosh Rana",Romantic comedy,Photon Kathaas
319,2016,Thirunaal,P. S. Ramnath,"Jiiva, Nayanthara, Meenakshi",Action,Kodhandapani Films
320,2016,Joker,Raju Murugan,"Guru Somasundaram, Ramya Pandian, Gayathri Krishnaa",Social satire,Dream Warrior Pictures
321,2016,Mudinja Ivana Pudi,K. S. Ravikumar,"Sudeep, Nithya Menen, Prakash Raj",Action masala,Rambabu Productions
322,2016,Wagah,G. N. R. Kumaravelan,"Vikram Prabhu, Ranya Rao, Karunas",Romanctic drama,Vijay Bhargavi Films
323,2016,Dharma Durai,Seenu Ramasamy,"Vijay Sethupathi, Tamannaah, Aishwarya Rajesh, Srushti Dange, Raadhika",Romantic drama,Studio 9 Productions
324,2016,Nambiar,Ganeshaa,"Srikanth, Sunaina, Santhanam",Comedy,Golden Friday Films
325,2016,Yaanai Mel Kuthirai Sawaari,Karuppiah Murugan,"Archana Singh,  Rajendran, Krishnamoorthy, Swaminathan, Tharika, Mippu",Comedy,Battlers Cinema
326,2016,Bayam Oru Payanam,Manisharma,"Bharath Reddy, Vishakha Singh, Meenakshi Dixit",Horror,Octo Spider Productions
327,2016,54321,Ragavendra Prasad,"Shabeer, Aarvin, Pavithra Gowda, Rohini",Drama,MainStream Productions
328,2016,Andha Kuyil Needhana,Stanley Jose,"Keerthi Krishna, Sagar, Sreya Jose, Salam Kunnath",Drama,Ponnu Films
329,2016,Enakku Veru Engum Kilaigal Kidayathu,Ganapathy Balamurugan,"Goundamani, Soundararaja, Riythvika",Comedy,Jayaram Productions
330,2016,Meendum Oru Kadhal Kadhai,Mithran Jawahar,"Walter Phillips, Isha Talwar",Romance,Block Ticket Films
331,2016,Vendru Varuvaan,Vijendran,"Veerabharathi, Sameera, Kadhal Sukumar",Action,Reality Pictures
332,2016,Ilamai Oonjal,Mangai Harirajan,"Namitha, Kiran Rathod, Meghna Naidu, Keerthi Chawla",Action,Shree Preyam Creations
333,2016,Kidaari,Prasath Murugesan,"Sasikumar, Nikhila Vimal, Napoleon",Action,Company Productions
334,2016,Kuttrame Thandanai,M. Manikandan,"Vidharth, Pooja Devariya, Aishwarya Rajesh, Rahman",Crime Thriller,Don Productions & Tribal Art Productions
335,2016,Thagadu,M. Thanga Durai,"Ajay, Sanam Shetty, Hashika Dutt, Prabha, Priyanka Shukla",Historical drama,Thai Thanthai Movies
336,2016,Iru Mugan,Anand Shankar,"Vikram, Nayanthara, Nithya Menen",Action,Thameens Films
337,2016,Vaaimai,A. Senthil Kumar,"Shanthanu Bhagyaraj, Bhanu, Goundamani, Ramki, Thiagarajan, Manoj Bharathi, Prithvi Rajan",Drama,Min Max Movies
338,2016,Pudhusa Naan Poranthen,Majid Abu,"Biyon, Kalyani Nair, Kalabhavan Mani",Drama,Sahara Entertainments
339,2016,Nayagi,Govi,"Trisha, Ganesh Venkatraman, Sushma Raj",Horror,Giridhar Production House
340,2016,Karma,R. Arvind,R. Arvind,Thiller,Creative Criminal
341,2016,Pagiri,Esakki Karvannan,"Prabhu Ranaveeran, Shravya, Ravi Mariya",Romantic comedy,Lakshmi Creations
342,2016,Sadhuram 2,Sumanth Radhakrishnan,"Yog Japee, Rohit Nair, Riaz, Sanam Shetty",Thriller,Knockout Entertainment & Grey Matter Studios
343,2016,Uchathula Shiva,Jaypee,"Karan, Neha Ratnakaran, Aadukalam Naren",Action drama,K Entertainments
344,2016,Thodari,Prabhu Solomon,"Dhanush, Keerthy Suresh, Ganesh Venkatraman",Romantic thriller,Sathya Jyothi Films
345,2016,Aandavan Kattalai,M. Manikandan,"Vijay Sethupathi, Ritika Singh, Pooja Devariya",Comedy Drama,Gopuram Films
346,2016,Oruthal,Krishnadasan,"Senthil Jagadeesan, Gayathri Iyer",Drama,Sayeeleela Productions
347,2016,Aasi,N. P. S. Veerapandiyan,"Varshika, Jaga, Jeyashree, Aarthi, Raj Kapoor",Horror,Shanmuga Pictures
348,2016,Kallattam,G. Ramesh,"Nandha, Richard, Sharika, Usha Shree",Action,White Horse Productions
349,2016,Kanaga Durga,Chandra Kannaiyan,"Magi, Saravanan, Divya Nagesh, Janvika, Delhi Ganesh",Devotional,Jothi Vinayagar Cinemas
350,2016,Kollidam,Nesam Murali,"Nesam Murali, Ludhia, Vadivukkarasi",Action,Vertical Films
351,2016,Nunnunarvu,Mathivanan Sakthivel,"Mathivanan Sakthivel, Indira",Thriller,Sakthi Screens
352,2016,Thirumaal Perumai,Gopal Ram,"Gopal Ram, Tamilmani, Vaiyapuri, Delhi Ganesh",Devotional,MGS Films
353,2016,Devi,A. L. Vijay,"Prabhu Deva, Tamannaah, Sonu Sood",Supernatural comedy,Prabhu Deva Studios
354,2016,Rekka,Rathina Shiva,"Vijay Sethupathi, Lakshmi Menon, Kabir Duhan Singh",Action masala,Comman Man Productions
355,2016,Remo,Bakkiyaraj Kannan,"Sivakarthikeyan, Keerthy Suresh, Sathish",Romantic comedy,24AM Studios
356,2016,Ammani,Lakshmy Ramakrishnan,"Lakshmy Ramakrishnan, Subbalakshmi, Nithin Sathya",Drama,Tag Entertainment
357,2016,Kagitha Kappal,S. Sivaraman,"Appukutty, Dilija, M. S. Bhaskar",Drama,Evergreen Movie International
358,2016,Nee Enbathu,A. R. Rahim,"Mukil, Shamja, Pandi",Romance,Try Film Productions
359,2016,Nenjukkulla Nee Neranjirukka,Sampathkumar–Rajendran,"Sivahari, Ameetha",Drama,S. S. Studio Production
360,2016,Kaashmora,Gokul,"Karthi, Nayanthara, Sri Divya",Supernatural,Dream Warrior Pictures
361,2016,Kodi,R. S. Durai Senthilkumar,"Dhanush, Trisha, Anupama Parameswaran",Political thriller,Grass Root Film Company
362,2016,Thiraikku Vaaradha Kadhai,Thulasidas,"Nadhiya, Iniya, Eden, Subiksha",Horror,MJD Production
363,2016,Kadalai,P. Sagayasuresh,"Ma Ka Pa Anand, Aishwarya Rajesh, John Vijay, Ponvannan",Comedy,Udhayam Entertainment
364,2016,Ini Avanea,Sampathraj,"Santhosh, Sasi, Ashleysha, Ruby, Pavani Reddy",Action Thriller,Tamil Thai Creations & A.N.A Movie Creations
365,2016,Achcham Yenbadhu Madamaiyada,Gautham Menon,"Silambarasan, Manjima Mohan, Baba Sehgal",Action Thriller,Ondraga Entertainment & Escape Artists Motion Pictures
366,2016,Meen Kuzhambum Mann Paanaiyum,Amudheswar,"Kalidas Jayaram, Ashna Zaveri, Prabhu, Pooja Kumar",Comedy,Eshan Productions
367,2016,Anjukku Onnu,Arviyar,"Amar, Guru Siddharth, Jerold, Megna, Umasri",Comedy,Parents Pictures
368,2016,Kadavul Irukaan Kumaru,M. Rajesh,"G. V. Prakash Kumar, Nikki Galrani, Anandhi, Prakash Raj",Comedy,Amma Creations
369,2016,Kavalai Vendam,Deekay,"Jiiva, Kajal Aggarwal, Bobby Simha, Sunaina",Romantic comedy,RS Infotainment
370,2016,Ilami,Julian Prakash,"Yuvan, Anu Krishna, Akhil, Ravi Mariya",Historical,Joe Productions
371,2016,Kannula Kaasa Kattappa,Major Gowtham,"Aravind Akash, Chandini Tamilarasan, Ashwathy Warrier",Comedy,Sugar & Spice Entertainment
372,2016,Pattathaari,A. R. Sankar Pandi,"Abi Saravanan, Sayana Santhosh, Ambani Shankar",Comedy,Ges Movies
373,2016,Virumandikum Sivanandikum,Vincent Selva,"Sanjay, Arundhati Nair, Thambi Ramaiah, Robo Shankar",Comedy,Lakshmi Talkies
374,2016,Saithan,Pradeep Krishnamoorthy,"Vijay Antony, Arundhati Nair",Psychological thriller,Vijay Antony Film Corporation
375,2016,Azhahendra Sollukku Amudha,Nagarajan,"Rijan Suresh, Aashritha, Pattimandram Raja",Romance,Ralph Productions
376,2016,Maaveeran Kittu,Suseenthiran,"Vishnu Vishal, Sri Divya, Parthiban",Drama,Nallu Samy Pictures & Asian Cine Combines
377,2016,Pazhaya Vannarapettai,G. Mohan,"Prajin, Richard, Nishanth, Ashmitha, Karunas",Drama,Sri Krishna Talkies
378,2016,Atti,Vijayabhaskar,"Ma Ka Pa Anand, Ashmitha, Ramki",Comedy,Parinita Productions
379,2016,Chennai 600028 II: Second Innings,Venkat Prabhu,"Shiva, Jai, Vaibhav, Premji, Vijay Vasanth, Aravind Akash, Nithin Sathya, Ajay Raj, Mahat Raghavendra",Sports Comedy,Black Ticket Company
380,2016,Parandhu Sella Vaa,Dhanapal Padmanabhan,"Luthfudeen, Aishwarya Rajesh, Narelle Kheng, Karunakaran, Sathish, RJ Balaji",Romantic comedy,8 Point Entertainment
381,2016,Andaman,Aadhavan,"Richard, Manochitra, Kannadasan, Manobala, Vaiyapuri",Romance,Sudha Movie Creations
382,2016,Veera Sivaji,Ganesh Vinayak,"Vikram Prabhu, Shamili, John Vijay",Action,Madras Enterprises
383,2016,Balle Vellaiyathevaa,Prakash,"M. Sasikumar, Tanya, Kovai Sarala, Sangili Murugan",Comedy,Company Productions
384,2016,Kaththi Sandai,Suraj,"Vishal, Tamannaah, Jagapati Babu, Vadivelu",Action masala,Madras Enterprises
385,2016,Manal Kayiru 2,Madhan Kumar,"Ashwin Shekhar, Poorna, S. Ve. Sekhar, Visu",Comedy drama,Sri Thenandal Films
386,2016,Ner Mugam,Murali Krishna,"Rafee, Meera Nandan, Meenakshi, Pandiarajan",Action,Hi-Tech Pictures
387,2016,Dhuruvangal Pathinaaru,Karthick Naren,"Rahman, Ashwin Kumar, Prakash Raghavan, Santhosh Krishna, Yaashika Aanand",Crime thriller,Knight Nostalgia Filmotainment & Venus Infotainment
388,2016,Achamindri,Rajapandi,"Vijay Vasanth, Srushti Dange, Samuthirakani, Saranya Ponvannan",Action drama,Triple V Records
389,2016,Adhiran,J. V. Mohan,"Suresh Kumar, Sanjana, Shreeram, Fathima",Drama,B Movies
390,2016,Eganapuram,V. Suresh Natchatra,"V. Ravi, Jothisha Ammu, Rithu Rajasimman",Drama,VR Movies International
391,2016,Kandadhai Sollugiren,B. Lenin,"Poo Ramu, Anand, Janaki, Karuna, Jeniffer",Drama,Buddha Pictures & JSK Film Corporation
392,2016,Meow,Chinnas Palanisamy,"R. Raja, Gayathri Iyer",Comedy thriller,Global Woods Movies
393,2016,Mo,Bhuvan Nallan,"Suresh Ravi, Aishwarya Rajesh, Pooja Devariya, Ramesh Thilak",Horror comedy,Moment Entertainment & Infotainment Ltd
394,2016,Thalaiyatti Bommai,Bagavathi Bala,"Ramesh, Tanvi, Meera Krishnan",Horror comedy,S Films
395,2015,Thiru Vi Ka Poonga,Senthil,"Senthil, Swathi Shanmugam",Drama,The Budget Film Company
396,2015,Virudhalaam Pattu,R. Jayakanthan,"Hemanth Kumar, Saniya Srivastav",Romance,Tamizh Thai Productions
397,2015,Vishayam Veliye Theriya Koodadhu,A. Raagaventira,"Sentrayan, Ranga",Thriller,Open Eye Theatres
398,2015,Kizhakke Udhiththa Kaadhal,K. Muni Shankar,"Aariyan, Lisha, Sumalatha",Comedy drama,Faceon Mediya
399,2015,Vettaiyadu,K. S. Vijayabalan,"Vidiyal Raju, Udhayathara, Hari, Prajwal Poovaiah",Drama,Shoundaryan Pictures
400,2015,I,Shankar,"Vikram, Amy Jackson, Suresh Gopi, Upen Patel",Romantic thriller,Aascar Film
401,2015,Aambala,Sundar C.,"Vishal, Hansika Motwani, Prabhu",Action masala,Vishal Film Factory
402,2015,Darling,Sam Anton,"G. V. Prakash Kumar, Nikki Galrani, Karunas, Srushti Dange",Horror comedy,Studio GreenGeetha Arts
403,2015,Appavi Kateri,Ali Akbar,"Rafiq, Meera, Vimal",Horror,Gopikaa Movie Makers
404,2015,Aroopam,Vincent Jayaraj,"Deva, Darshitha",Thriller,Raana Pictures
405,2015,Thottal Thodarum,Cable Shankar,"Thaman Kumar, Arundhati",Romantic thriller,FCS Creations
406,2015,Dharani,Guhan Sambantham,"Aari, Elango Kumaravel, Ajay Krishna, Sandra Amy, Varunika",Action drama,Dream Factory
407,2015,Isai,S. J. Surya,"S. J. Surya, Sathyaraj, Savithri",Psychological thriller,SS Productions
408,2015,Killadi,A. Venkatesh,"Bharath, Nila",Action masala,Sri Saravana Creations
